304,2346,3,Felsteed
305,2410,1,White Stallion
306,2408,1,Palomino
307,2409,1,Pinto
308,2402,1,Black Stallion
309,11686,10,"Buried Upside-Down" Vehicle
311,4327,7,Sven Yorgen
313,3348,7,Theocritus
314,10487,6,Eliza
315,1562,6,Stalvan Mistmantle
318,190,7,[UNUSED] Brother Akil
319,190,7,[UNUSED] Brother Benthas
320,190,7,[UNUSED] Brother Cryus
321,190,7,[UNUSED] Brother Deros
322,190,7,[UNUSED] Brother Enoch
323,190,7,[UNUSED] Brother Farthing
324,190,7,[UNUSED] Brother Greishan
325,4320,7,Hogan Ference
326,190,7,[UNUSED] Brother Ictharin
327,2299,7,Goldtooth
328,1294,7,Zaldimar Wefhellt
329,453,4,Earth Elemental
330,22320,1,Princess
331,1484,7,Maginor Dumas
332,1736,7,Master Mathias Shaw
333,18,7,[UNUSED] Edwardo the Jester
334,6050,7,Gath'Ilzogg
335,497,2,Singe
336,18,7,[UNUSED] Rin Tal'Vara
338,5080,7,Mazen Mac'Nadir
339,459,7,[UNUSED] Helgor the Pugilist
340,5728,7,Kendor Kabonka
341,1748,7,Foreman Oslow
342,1743,7,Martie Jainrose
343,3377,7,Chef Breanna
344,1753,7,Magistrate Solomon
345,703,1,Bellygrub
346,3370,7,Barkeep Daniels
347,15099,7,Grizzle Halfmane
348,3359,7,Zem Leeward
349,1826,7,Corporal Keeshan
351,87,7,Peasant
352,5128,7,Dungar Longdrink
353,14944,7,Antonia Dart
354,244,7,[UNUSED] Grall Twomoons
356,207,1,Black Wolf
358,247,1,Timber Wolf
359,1166,1,Winter Wolf
361,467,0,Saytr
364,358,10,Slime
365,6852,10,Scott's Flying Mount
370,221,7,Boy
371,257,7,Girl
372,8089,7,Karm Ironquill
373,240,7,Murak Winterborn
374,4287,7,Cog Glitzspinner
375,3344,7,Priestess Anetta
376,1495,7,High Priestess Laurena
377,1295,7,Priestess Josetta
379,3367,7,Darcy Parker
380,86,7,[UNUSED] Waldin Thorbatt
381,3360,7,Dockmaster Baren
382,3454,7,Marshal Marris
383,3273,7,Jason Mathers
384,3270,7,Katie Hunter
385,229,8,Horse
386,19,7,[UNUSED] Ulric the Grim
387,21,7,Lord Sammuel
388,21,7,Bromos Murphy
389,21,7,Lord Lantinga
390,377,1,Porcine Entourage
391,5243,7,Old Murk-Eye
392,1279,6,Captain Grayson
393,165,1,Tame Wolf
395,262,7,Markus
397,3383,2,Grand Magus Doane
399,251,0,Boy - placeholder 05
400,251,0,Boy - placeholder 06
401,251,0,Boy - placeholder 07
402,251,0,Boy - placeholder 08
403,251,0,Boy - placeholder 09
404,252,0,Girl - placeholder 01
405,252,0,Girl - placeholder 02
406,252,0,Girl - placeholder 03
407,252,0,Girl - placeholder 04
408,252,0,Girl - placeholder 05
409,252,0,Girl - placeholder 06
410,252,0,Girl - placeholder 07
411,252,0,Girl - placeholder 08
412,1693,6,Stitches
415,3358,7,Verner Osgood
416,64799,3,Imp
417,850,3,Felhunter
418,1131,3,Lesser Voidwalker
421,149,0,Murphestos
422,506,7,Murloc Flesheater
423,487,7,Redridge Mongrel
424,551,7,Redridge Poacher
426,500,7,Redridge Brute
428,23482,1,Dire Condor
429,491,7,Shadowhide Darkweaver
430,10789,7,Redridge Mystic
431,493,7,Shadowhide Slayer
432,1887,7,Shadowhide Brute
433,275,7,Shadowhide Gnoll
434,275,7,Rabid Shadowhide Gnoll
435,6044,7,Blackrock Champion
436,6039,7,Blackrock Shadowcaster
437,6037,7,Blackrock Renegade
440,6033,7,Blackrock Grunt
441,387,2,Black Dragon Whelp
442,366,1,Tarantula
444,22938,14,Lord Piglet
445,609,7,Redridge Alpha
446,609,7,Redridge Basher
448,384,7,Hogger
449,2344,7,Defias Knuckleduster
450,4420,7,Defias Renegade Mage
452,383,7,Riverpaw Bandit
453,502,7,Riverpaw Mystic
454,8871,1,Young Goretusk
456,486,7,Murloc Minor Oracle
458,757,7,Murloc Hunter
459,3345,7,Drusilla La Salle
460,1930,7,Alamar Grimm
461,1469,7,Demisette Cloyce
462,507,1,Vultros
464,2150,7,Watch Captain Parker
465,3266,7,Barkeep Dobbins
466,1688,7,General Marcus Jonathan
467,2311,7,The Defias Traitor
468,4310,7,Town Crier
469,2593,7,Lieutenant Doren
470,218,7,[UNUSED] Scribe Colburg
471,36505,1,Mother Fang
472,543,7,Fedfennel
473,2074,7,Morgan the Collector
474,33166,7,Rogue Wizard
475,139,7,Kobold Tunneler
476,163,7,Kobold Geomancer
478,512,7,Riverpaw Outrunner
480,514,9,Rusty Harvest Golem
481,2333,7,Defias Footpad
482,3246,7,Elling Trias
483,5546,7,Elaine Trias
485,6034,7,Blackrock Outrunner
486,6043,7,Tharil'zun
487,2368,7,Protector Bialon
488,2371,7,Protector Weaver
489,2364,7,Protector Dutfield
490,2367,7,Protector Gariel
491,3342,7,Quartermaster Lewis
494,2379,7,Watcher Bukouris
495,2391,7,Watcher Keefer
496,166,7,[UNUSED] Watcher Kleeman
497,166,7,[UNUSED] Watcher Benjamin
498,2393,7,[UNUSED] Watcher Larsen
499,2396,7,Watcher Paige
500,374,7,Riverpaw Scout
501,413,7,Riverpaw Herbalist
502,4422,7,Benny Blaanco
503,10626,6,Lord Malathrom
504,2331,7,Defias Trapper
505,520,1,Greater Tarantula
506,383,7,Sergeant Brashclaw
507,34650,7,Fenros
509,524,7,[UNUSED] Long Fang
510,525,4,Water Elemental
511,414,6,Insane Ghoul
513,1994,7,Murloc Netter
514,1288,7,Smith Argus
515,441,7,Murloc Raider
516,528,7,[UNUSED] Riverpaw Hunter
517,1079,7,Murloc Oracle
518,558,7,Yowler
519,540,7,Slark
520,652,7,Brack
521,10278,1,Lupos
522,21691,6,Mor'Ladim
523,3263,7,Thor
524,389,1,Rockhide Boar
525,903,1,Mangy Wolf
531,7550,6,Skeletal Fiend
533,33576,7,Nightbane Shadow Weaver
534,34651,7,Nefaru
535,226,7,[UNUSED] Savar
536,536,7,[UNUSED] Rhal'Del
538,1045,7,[UNUSED] Buk'Cha
539,958,1,Pygmy Venom Web Spider
541,6852,1,Riding Gryphon
542,173,7,Califex of the Deep Wood
543,12749,7,Nalesette Wildbringer
544,5243,7,Murloc Nightcrawler
545,5293,7,Murloc Tidecaller
547,3035,1,Great Goretusk
548,1755,7,Murloc Minor Tidecaller
550,2312,7,Defias Messenger
564,163,7,Kobold Slave
565,802,1,Rabid Dire Wolf
566,501,7,V'rex
567,3196,7,Blacknails
568,662,7,Shadowhide Warrior
569,2541,1,Green Recluse
570,569,6,Brain Eater
572,1065,6,Leprithus
573,548,9,Foe Reaper 4000
574,963,1,Naraxis
575,1405,4,Fire Elemental
576,2375,7,Watcher Ladimore
578,386,7,Murloc Scout
579,550,7,Shadowhide Assassin
580,551,7,Redridge Drudger
582,236,8,Old Blanchy
583,32831,7,Ambusher
584,6041,7,Kazon
586,166,7,[UNUSED] Watcher Kern
587,4570,7,Bloodscalp Warrior
588,4575,7,Bloodscalp Scout
589,2338,7,Defias Pillager
590,2340,7,Defias Looter
592,263,7,[UNUSED] Defias Arsonist
594,2323,7,Defias Henchman
595,4574,7,Bloodscalp Hunter
596,3267,7,Brainwashed Noble
597,4579,7,Bloodscalp Berserker
598,308,7,Defias Miner
599,2355,7,Marisa du'Paige
601,2354,7,Capo the Mean [UNUSED]
603,10792,7,Grimtooth
604,519,6,Plague Spreader
605,19,7,[UNUSED] Mr. Whipple
606,560,7,[UNUSED] Mrs. Whipple
607,561,7,[UNUSED] Johnny Whipple
609,23,7,[UNUSED] Grandpa Whipple
610,202,7,[UNUSED] Rabid Gina Whipple
611,524,7,[UNUSED] Rabid Mr. Whipple
612,202,7,[UNUSED] Rabid Mrs. Whipple
613,563,7,[UNUSED] Rabid Johnny Whipple
614,564,7,[UNUSED] Rabid Grandpa Whipple
615,6040,7,Blackrock Tracker
616,37620,1,Chatter
619,2329,7,Defias Conjurer
620,304,8,Chicken
622,7109,7,Goblin Engineer
623,11402,6,Skeletal Miner
624,10630,6,Undead Excavator
625,829,6,Undead Dynamiter
626,10628,6,Foreman Thistlenettle
628,741,1,Black Ravager
631,251,7,pnagle's test dude
633,1571,7,Elaine Carevin
634,2316,7,Defias Overseer
636,2314,7,Defias Blackguard
638,7107,7,Goblin Mercenary
639,2029,7,Edwin VanCleef
641,7111,7,Goblin Woodcarver
642,1269,9,Sneed's Shredder
643,7125,7,Sneed
644,14403,7,Rhahk'Zor
645,1305,7,Cookie
646,2026,7,Mr. Smite
647,7113,7,Captain Greenskin
648,5003,7,Bridge Worker Trent
649,5004,7,Bridge Worker Dmitri
650,5005,7,Bridge Worker Jess
651,5006,7,Bridge Worker Daniel
652,5007,7,Bridge Worker Matthew
653,5008,7,Bridge Worker Alex
656,2363,7,Wilder Thistlenettle
657,2347,7,Defias Pirate
658,1362,7,Sten Stoutarm
659,589,1,El Pollo Grande
660,4581,7,Bloodscalp Witch Doctor
661,4338,7,Jonathan Carevin
663,2027,7,Calor
664,221,7,Benjamin Carevin
667,4632,7,Skullsplitter Warrior
669,4628,7,Skullsplitter Hunter
670,4627,7,Skullsplitter Witch Doctor
671,4580,7,Bloodscalp Headhunter
672,4621,7,Skullsplitter Spiritchaser
674,7202,7,Venture Co. Strip Miner
675,7196,7,Venture Co. Foreman
676,7203,7,Venture Co. Surveyor
677,7204,7,Venture Co. Tinkerer
678,416,7,Mosh'Ogg Mauler
679,536,7,Mosh'Ogg Shaman
680,11569,7,Mosh'Ogg Lord
681,598,1,Young Stranglethorn Tiger
682,320,1,Stranglethorn Tiger
683,2437,1,Young Panther
684,633,1,Shadowmaw Panther
685,788,1,Stranglethorn Raptor
686,788,1,Lashtail Raptor
687,11317,1,Jungle Stalker
688,45450,1,Stone Maw Basilisk
689,46056,1,Crystal Spine Basilisk
690,8797,1,Cold Eye Basilisk
691,5561,4,Lesser Water Elemental
693,173,7,Words Written
694,4572,7,Bloodscalp Axe Thrower
696,4622,7,Skullsplitter Axe Thrower
697,4573,7,Bloodscalp Shaman
698,320,1,Bloodscalp Tiger
699,4576,7,Bloodscalp Beastmaster
700,599,1,Bloodscalp Panther
701,4577,7,Bloodscalp Mystic
702,4571,7,Bloodscalp Scavenger
703,33222,7,General Fangore
704,11416,1,Ragged Timber Wolf
705,855,1,Ragged Young Wolf
706,27502,7,Frostmane Troll Whelp
707,606,7,Rockjaw Trogg
708,607,1,Small Crag Boar
709,655,7,Mosh'Ogg Warmonger
710,6704,7,Mosh'Ogg Spellcrafter
711,33963,7,Ardo Dirtpaw
712,489,7,Redridge Thrasher
713,1355,7,Balir Frosthammer
714,1363,7,Talin Keeneye
715,1410,7,Hemet Nesingwary Jr.
716,1413,7,Barnil Stonepot
717,1658,7,Ajeck Rouack
718,1659,7,Sir S. J. Erlgadin
721,328,8,Rabbit
723,11568,7,Mosh'Ogg Butcher
724,160,7,Burly Rockjaw Trogg
725,612,6,[UNUSED] Skeletal Enforcer
727,1598,7,Ironforge Mountaineer
728,613,1,Bhag'thera
729,471,1,Sin'Dall
730,8472,1,Tethis
731,616,1,King Bangalash
732,983,7,Murloc Lurker
733,4393,7,Sergeant Yohwa
734,4398,7,Corporal Bluth
735,527,7,Murloc Streamrunner
736,599,1,Panther
737,7163,7,Kebok
738,4664,7,Private Thorsen
739,4392,7,Brother Nimetz
740,9582,2,Adolescent Whelp
741,621,2,Dreaming Whelp
742,7863,2,Green Wyrmkin
743,7974,2,Wyrmkin Dreamwalker
744,7903,2,Green Scalebane
745,7976,2,Scalebane Captain
746,625,2,Elder Dragonkin
747,506,7,Marsh Murloc
749,1079,7,Marsh Murkdweller
750,1995,7,Marsh Inkspewer
751,391,7,Marsh Flesheater
752,386,7,Marsh Oracle
753,173,7,[UNUSED] Rebel Soldier
754,4660,7,Rebel Watchman
755,628,7,Lost One Mudlurker
756,633,1,Skullsplitter Panther
757,152,7,Lost One Fisherman
758,614,1,Skullsplitter Tiger
759,152,7,Lost One Hunter
760,628,7,Lost One Muckdweller
761,4688,7,Lost One Seer
762,4688,7,Lost One Riftseeker
763,18620,7,Lost One Chieftain
764,2024,4,Swampwalker
765,9012,4,Swampwalker Elder
766,697,4,Tangled Horror
767,632,1,Swamp Jaguar
768,633,1,Shadow Panther
769,336,1,Deathstrike Tarantula
770,4396,7,Corporal Kaleb
771,7848,6,Commander Felstrom
772,614,1,Stranglethorn Tigress
773,7164,7,Krazek
775,4460,7,Kurzen's Agent
777,3366,7,Amy Davenport
780,4616,7,Skullsplitter Mystic
781,4635,7,Skullsplitter Headhunter
782,4625,7,Skullsplitter Scout
783,4623,7,Skullsplitter Berserker
784,4624,7,Skullsplitter Beastmaster
785,612,6,Skeletal Warder
786,1354,7,Grelin Whitebeard
787,7555,6,Skeletal Healer
789,3369,7,Kimberly Hiett
790,3363,7,Karen Taylor
791,3368,7,Lindsay Ashlock
793,3356,7,Kara Adams
794,338,7,Matt
795,338,7,Mark
796,221,7,Joshua
797,338,7,Bo
798,221,7,Solomon
799,338,7,Kevin
800,338,7,Kyle
801,262,7,Eric
802,221,7,Jay
804,257,7,Dana
805,262,7,Cameron
806,338,7,John
807,252,7,Lisa
808,27505,7,Grik'nir the Cold
809,218,7,[UNUSED] Smith Theo
810,338,7,Aaron
811,221,7,Jose
812,1745,7,Alma Jainrose
813,637,7,Colonel Kurzen
814,4455,7,Sergeant Malthus
815,4451,7,Bookie Herod
818,11546,7,Mai'Zoth
819,3916,1,Servant of Ilgalar
820,2374,7,Scout Riell
821,2372,7,Captain Danuvin
822,1006,1,Young Forest Bear
823,2072,7,Sergeant Willem
824,2441,7,Defias Digger
826,2389,7,Watcher Jan
827,2395,7,Watcher Mocarski
828,2397,7,Watcher Petras
829,3388,7,Adlin Pridedrift
830,342,1,Sand Crawler
831,979,1,Sea Crawler
832,32808,4,Unbound Cyclone
833,161,1,Coyote Packleader
834,643,1,Coyote
836,3406,7,Durnan Furcutter
837,3401,7,Branstock Khalder
840,2380,7,Watcher Backus
842,308,7,Lumberjack
843,3260,7,Gina MacGregor
844,4416,7,Antonio Perelli
846,646,6,Rotten Ghoul
847,338,7,Nathan
848,257,7,Madison
849,252,7,Rachel
850,257,7,Erin
851,344,7,Hannah
852,647,1,Feral Spirit
853,1598,7,Coldridge Mountaineer
854,615,1,Young Jungle Stalker
855,180,1,Young Stranglethorn Raptor
856,2571,1,Young Lashtail Raptor
857,15114,7,Donal Osgood
858,2543,1,Sorrow Spinner
859,3453,7,Guard Berton
860,855,7,Pet Wolf
861,4497,7,Stonard Scout
862,4495,7,Stonard Explorer
863,4499,7,Stonard Hunter
864,4501,7,Stonard Orc
865,4506,7,Stonard Wayfinder
866,4503,7,Stonard Grunt
867,4508,7,Stonard Cartographer
868,4551,7,Stonard Shaman
869,2366,7,Protector Dorana
870,2365,7,Protector Deni
871,506,7,Saltscale Warrior
873,11293,7,Saltscale Oracle
874,2369,7,Protector Korelor
875,391,7,Saltscale Tide Lord
876,2370,7,Protector Leick
877,4920,7,Saltscale Forager
878,2373,7,Scout Galiaan
879,1079,7,Saltscale Hunter
880,3322,7,Erlan Drudgemoor
881,3321,7,Surena Caledon
882,11397,6,Bone Caster
883,347,1,Deer
885,2392,7,Watcher Keller
886,2387,7,Watcher Hartin
887,2390,7,Watcher Jordan
888,2384,7,Watcher Dodds
889,1045,7,Splinter Fist Ogre
890,654,8,Fawn
891,326,7,Splinter Fist Fire Weaver
892,1052,7,Splinter Fist Taskmaster
893,4329,7,Lars
894,3332,7,Homer Stonefield
895,3395,7,Thorgas Grimson
896,3339,7,Veldan Lightfoot
897,166,7,[UNUSED] Brannon Aybara (TEMP)
898,33672,7,Nightbane Worgen
900,5009,7,Bailiff Conacher
903,3446,7,Guard Howe
904,312,7,[UNUSED] Regna Khurn
905,705,1,Sharptooth Frenzy
906,3271,7,Maximillian Crowe
907,15115,7,Keras Wolfheart
908,4488,7,Flora Silverwind
909,4279,7,Defias Night Blade
910,4281,7,Defias Enchanter
911,3343,7,Llane Beshere
912,3399,7,Thran Khorman
913,1300,7,Lyria Du Lac
914,1504,7,Ander Germaine
915,3351,7,Jorik Kerridan
916,3407,7,Solm Hargrin
917,1297,7,Keryn Sylvius
918,1507,7,Osborne the Night Man
919,375,7,[UNUSED] [PH] Berail Spiritwhisper
920,33577,7,Nightbane Tainted One
921,7198,7,Venture Co. Lumberjack
922,9571,1,Silt Crawler
923,246,1,Young Black Ravager
924,659,1,[UNUSED] Lesser Arachnid
925,3346,7,Brother Sammuel
926,3393,7,Bromos Grummner
927,1299,7,Brother Wilhelm
928,1499,7,Lord Grayson Shadowbreaker
929,348,3,Dreadlord Malganis
930,368,1,Black Widow Hatchling
931,3364,7,Ariena Stormfeather
932,3384,7,Guard Ashlock
933,3450,7,Guard Hiett
934,3455,7,Guard Clarke
935,3447,7,Guard Pearce
936,3641,7,Guard Adams
937,4443,7,Kurzen Jungle Fighter
938,4439,7,Kurzen Commando
939,4446,7,Kurzen Elite
940,4436,7,Kurzen Medicine Man
941,4444,7,Kurzen Headshrinker
942,4450,7,Kurzen Witch Doctor
943,4438,7,Kurzen Wrangler
944,10216,7,Marryk Nurribit
945,3391,7,Rybrad Coldbank
946,27492,7,Frostmane Novice
947,37623,7,Rohh the Silent
948,137,6,Rotted One
949,545,1,Carrion Recluse
950,5243,7,Swamp Talker
951,3253,7,Brother Paxton
952,3317,7,Brother Neals
953,351,7,Spawn Test One
954,1842,7,Kat Sampson
955,3338,7,Sergeant De Vries
956,3353,7,Dorin Songblade
957,3354,7,Dane Lindgren
958,3347,7,Dawn Brightstar
959,5012,7,Morley Eberlein
960,4336,7,Gunder Thornbush
963,3279,7,Deputy Rainer
976,320,1,Kurzen War Tiger
977,599,1,Kurzen War Panther
978,4459,7,Kurzen Subchief
979,4454,7,Kurzen Shadow Hunter
980,4562,7,Grimnal
981,4561,7,Hartash
982,4563,7,Thultash
983,4564,7,Thultazor
984,4565,7,Thralosh
985,4556,7,Malosh
986,4552,7,Haromm
987,4560,7,Ogromm
988,4567,7,Kartosh
989,4559,7,Banalash
994,665,7,Nahr'ek da Howler
995,447,1,Nahr'ek's Pack
996,242,7,Eric Dodds the Third
999,2398,7,Watcher Royce
1000,2381,7,Unkillable Test Dummy
1001,2388,7,Watcher Hutchins
1007,3199,7,Mosshide Gnoll
1008,355,7,Mosshide Mongrel
1009,3197,7,Mosshide Mistweaver
1010,714,7,Mosshide Fenrunner
1011,8598,7,Mosshide Trapper
1012,3196,7,Mosshide Brute
1013,714,7,Mosshide Mystic
1014,543,7,Mosshide Alpha
1015,670,1,Highland Raptor
1016,2571,1,Highland Lashtail
1017,649,1,Highland Scytheclaw
1018,180,1,Highland Razormaw
1019,788,1,Elder Razormaw
1020,960,1,Mottled Raptor
1021,677,1,Mottled Screecher
1022,648,1,Mottled Scytheclaw
1023,949,1,Mottled Razormaw
1024,486,7,Bluegill Murloc
1025,983,7,Bluegill Puddlejumper
1026,1305,7,Bluegill Forager
1027,506,7,Bluegill Warrior
1028,1079,7,Bluegill Muckdweller
1029,486,7,Bluegill Oracle
1030,360,15,Black Slime
1031,11138,15,Crimson Ooze
1032,767,15,Black Ooze
1033,11139,15,Monstrous Ooze
1034,34224,7,Dragonmaw Raider
1035,34229,7,Dragonmaw Swamprunner
1036,34225,7,Dragonmaw Centurion
1037,4912,7,Dragonmaw Battlemaster
1038,34228,7,Dragonmaw Shadowwarder
1039,713,4,Fen Dweller
1040,2023,4,Fen Creeper
1041,2024,4,Fen Lord
1042,9583,2,Red Whelp
1043,956,2,Lost Whelp
1044,8712,2,Flamesnorting Whelp
1045,363,2,Red Dragonspawn
1046,8312,2,Red Wyrmkin
1047,8313,2,Red Scalebane
1048,716,2,Scalebane Lieutenant
1049,8314,2,Wyrmkin Firebrand
1050,8315,2,Scalebane Royal Guard
1051,825,7,Dark Iron Dwarf
1052,3490,7,Dark Iron Saboteur
1053,3488,7,Dark Iron Tunneler
1054,3487,7,Dark Iron Demolitionist
1055,6375,2,Dreamhunter
1056,5145,2,Emerald Sentinel
1057,34223,7,Dragonmaw Bonewarder
1058,240,7,[UNUSED] Truek
1059,4634,7,Ana'thek the Cruel
1060,4633,7,Mogh the Undying
1061,4582,7,Gan'zulah
1062,4584,7,Nezzliok the Dire
1063,7975,2,Jade
1064,4368,7,Grom'gol Grunt
1065,204,7,Riverpaw Shaman
1066,695,1,Mottled Riptooth
1067,10791,7,Riverpaw Scavenger
1068,2740,7,Gorn
1069,505,2,Crimson Whelp
1070,2151,7,Deputy Feldon
1071,1671,7,Longbraid the Grim
1072,1673,7,Roggo Harlbarrow
1073,1672,7,Ashlan Stonesmirk
1074,1675,7,Motley Garmason
1075,1676,7,Rhag Garmason
1076,1401,7,Merrin Rockweaver
1077,1399,7,Prospector Whelgar
1078,1402,7,Ormer Ironbraid
1081,9010,4,Mire Lord
1082,807,1,Sawtooth Crocolisk
1083,1305,7,Murloc Shorestriker
1084,814,1,Young Sawtooth Crocolisk
1085,698,1,Elder Stranglethorn Tiger
1087,815,1,Sawtooth Snapper
1088,699,1,Monstrous Crawler
1089,1628,7,Mountaineer Cobbleflint
1090,1629,7,Mountaineer Wallbang
1091,1625,7,Mountaineer Gravelgaw
1092,1630,7,Captain Rugelfuss
1093,1685,7,Chief Engineer Hinderweir VII
1094,7201,7,Venture Co. Miner
1095,7205,7,Venture Co. Workboss
1096,7197,7,Venture Co. Geologist
1097,7200,7,Venture Co. Mechanic
1098,2394,7,Watcher Merant
1099,2386,7,Watcher Gelwin
1100,2400,7,Watcher Selkin
1101,2401,7,Watcher Thayer
1103,1290,7,Eldrin
1104,3397,7,Grundel Harkin
1105,1572,7,Jern Hornhelm
